,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육기관명,과정명,교육시작일자,교육종료일자,교육일수,교육시간,교육장소,온라인/오프라인,강사명,내일배움카드 필요 유뮤,수강료 지원금,자비부담금,수강료 합계,지원혜택,,훈련목표,커리큘럼,,,,,,,,,,지원자격,,선발절차,,,,훈련시설 및 장비,,,프로젝트,,,,,취업지원서비스,,,
하이미디어아카데미,(실무 프로젝트기반)자바 풀스택 개발자(React/Springboot/Cloud 배포) 취업과정,20251209,20260407,120,960,서울 서대문구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Full-Stack Core: Java, Spring Boot, React.js를 활용하여 데이터베이스 연동 및 API 통신이 완벽하게 이루어지는 통합 웹 서비스 구축
2.Cloud Deployment (핵심): AWS(Amazon Web Services) 또는 기타 클라우드 플랫폼의 EC2, RDS, S3 등 주요 서비스를 활용하여 개발된 서비스를 운영 환경에 배포(Deployment)하고 관리 ",기본,심화,기본,심화,기본,기본,기본,심화,기본,심화," 국민내일배움카드 발급 가능자, 장기간의 학습과 취업 준비에 전념할 수 있는 미취업자 ", 시스템의 작동 원리와 안정적인 서버 운영에 흥미를 느끼는 분. 자바/리액트 학습을 통해 개발 커리어를 확고히 하고 싶은 분 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
엠비씨(MBC)아카데미 컴퓨터교육센터 화곡점,VR을 활용한 실감형 콘텐츠 제작자 양성과정,20251209,20260604,120,960,경기 수원시 팔달구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.VR/XR Technology: 가상현실(VR)의 원리를 이해하고, Unity/Unreal 엔진을 활용하여 3D 환경 구축 및 HMD 연동 프로그래밍
2.Content Programming: C#(Unity) 또는 C++(Unreal) 언어를 활용하여 VR 콘텐츠의 상호작용(Interaction) 로직 및 물리 엔진 제어
 ",기본,기본,없음,기본,없음,심화,기본,없음,기본,심화, 국민내일배움카드 발급 가능자. 3D 공간에 대한 이해와 프로그래밍 학습에 대한 열의 ," 컴퓨터공학, 게임공학, 미디어 디자인 관련 전공자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
이젠아카데미컴퓨터학원,인터렉티브 생성형 AI 챗봇 & 풀스택 개발자,20251209,20260604,120,960,경기 의정부시,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,심화,기본,기본,심화,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
플레이데이터평생교육원,한화시스템 BEYOND SW 캠프 - “청년들의 미래를 이끄는 프로그램”,20251209,20260604,120,960,서울 동작구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
이젠아카데미DX교육센터,"반도체 자동화로봇 장비설계 하이테크부트캠프(카티아,EFEM)",20251209,20260526,112,1000,서울 서초구,,,유, 18150000 , 0 ," 18,150,000 ",,,,기본,없음,심화,기본,없음,심화,없음,없음,심화,심화,,,,,,,, O ,,,,,,,,,,
중앙정보처리학원,클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,20251209,20260610,120,960,서울 마포구,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
한국기술교육직업전문학교,빅데이터 기반 자바(JAVA) 실무 프로젝트 개발자,20251210,20260528,114,900,부산 동래구,,,유, 8529300 , 0 ," 8,529,300 ",,,,기본,기본,심화,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
영남인재교육원,기업요구를 반영한 프로젝트형 JAVA&SpringBoot&Vue 개발자 과정,20251210,20260723,152,1058,대구 서구,,,유, 10043590 , 0 ," 10,043,590 ",,,,기본,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
애드인에듀 아카데미 구로가산센터,AI 콘텐츠 기획 기반 3D FX·모션그래픽 아티스트 양성과정,20251210,20260608,120,960,서울 금천구,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,기본,심화,없음,기본,심화,기본,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
(사)한국능률협회,동아 MX School : 데이터와 AI 융합 미디어 혁신 과정,20251210,20260611,123,960,광주 남구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,기본,기본,기본,심화,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
그린컴퓨터아카데미 부산,(생성형AI활용)Springboot 기반 웹개발과 Flutter 기반 앱개발 실무양성 심화과정,20251210,20260211,44,350,부산 부산진구,,,유, 5103000 , 0 ," 5,103,000 ",,,,기본,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
그린컴퓨터아카데미 신촌,"UIUX프론트,백엔드(Java,Spring),Data분석(Python)SW개발자 (참여기업프로젝트 참여) 양성과정",20251210,20260708,142,1134,서울 마포구,,,유, 10765060 , 0 ," 10,765,060 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
부산예일직업전문학교,"[K-디지털]인공지능(AI) 활용 스마트웹개발자양성(Java,Python)",20251210,20260619,129,1160,부산 부산진구,,,유, 10993320 , 0 ," 10,993,320 ",,,,기본,기본,기본,없음,없음,없음,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
부산예일직업전문학교,융합_[K-디지털]ICT활용 스마트물류시스템개발,20251210,20260430,96,860,부산 부산진구,,,유, 8163980 , 0 ," 8,163,980 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,[엔비디아] NVIDIA AI Academy,20251211,20260623,120,960,경기 성남시 분당구,,,유, 17424000 , 0 ," 17,424,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[Microsoft] CyberSecurity School,20251211,20260710,133,930,서울 중구,,,유, 16879500 , 0 ," 16,879,500 ",,,,기본,기본,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
삼정회계법인,[삼정] ESG 데이터 활용 AX Academy with AI Agent,20251211,20260622,130,1040,서울 강남구,,,유, 18876000 , 0 ," 18,876,000 ",,,,심화,심화,심화,심화,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
넥스트러너스평생교육시설,AI를 활용한 MVP 프로덕트 매니저 양성과정,20251211,20260409,80,640,서울 서초구,,,유, 11616000 , 0 ," 11,616,000 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
주식회사경일게임아이티아카데미,DevOps 풀스택 개발자 부트캠프,20251211,20260805,160,1280,서울 강동구,,,유, 12130560 , 0 ," 12,130,560 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
(주)LG CNS Learning&Development담당(I),LG CNS AM Inspire Camp,20251211,20260618,120,960,서울 중구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소 경기인력개발원,온디바이스 AI 반도체설계,20251211,20260715,131,940,경기 파주시,,,유, 17061000 , 0 ," 17,061,000 ",,,,심화,기본,기본,기본,없음,없음,없음,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
하이미디어컴퓨터학원,"생성형 AI 활용 자바 풀스택개발(ChatGPT, Claude, React, Springboot, AWS) 부트캠프",20251212,20260610,121,960,경기 구리시,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,심화,기본,심화,심화,기본,기본,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
DW아카데미학원,AIOT 기반 드론 영상 관제시스템 프로젝트 개발,20251212,20260713,141,1120,대전 중구,,,유, 10687040 , 0 ," 10,687,040 ",,,,기본,기본,심화,기본,기본,심화,없음,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
한국생산성본부,[다쏘시스템코리아] 카티아(CATIA) 첨단 모빌리티 스쿨,20251212,20260616,120,960,서울 종로구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
이젠IT아카데미학원,"AWS를 활용한 자바(JAVA),스프링(Spring)기반 풀스택 개발자 양성",20251215,20260602,113,900,전북 전주시 덕진구,,,유, 8529300 , 0 ," 8,529,300 ",,,,기본,심화,기본,기본,기본,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
주식회사멋쟁이사자처럼,멋쟁이사자처럼 UX/UI 디자인 부트캠프,20251215,20260520,95,760,서울 종로구,,,유, 13794000 , 0 ," 13,794,000 ",,,,기본,심화,기본,심화,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,"[BNK부산은행]금융DT 아카데미(생성형AI활용,자바,Spring,Flutter) 개발자 양성과정",20251215,20260618,125,1000,부산 부산진구,,,유, 18150000 , 0 ," 18,150,000 ",,,,심화,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국전파진흥협회,WINS Cloud Security School,20251215,20260624,127,1000,부산 해운대구,,,유, 18150000 , 0 ," 18,150,000 ",,,,기본,기본,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
메가존클라우드 아이티평생교육원,메가존클라우드 MSP 솔루션 아키텍트 양성 과정,20251215,20260612,120,960,부산 해운대구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
이젠아카데미컴퓨터학원,"프로젝트기반 생성형 챗봇/백엔드 개발자(with 파이선,자바)",20251215,20260520,107,850,경기 고양시 일산동구,,,유, 8069050 , 0 ," 8,069,050 ",,,,심화,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[Etevers] 언리얼엔진 DX Wave (3D Artist),20251215,20260612,120,960,서울 중구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,없음,심화,없음,기본,기본,심화,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
엠비씨(MBC)아카데미 컴퓨터교육센터 화곡점,AI와 VR을 활용한 메타버스 건축 모델링 제작자 양성,20251215,20260616,124,988,서울 강동구,,,유, 9379080 , 0 ," 9,379,080 ",,,,심화,심화,심화,기본,기본,심화,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
엠비씨(MBC)아카데미 컴퓨터교육센터 수원점,심화_AI Roboflow를 활용한 부유물탐지 시스템 구축과정,20251215,20260213,43,340,경기 수원시 팔달구,,,유, 4966040 , 0 ," 4,966,040 ",,,,심화,심화,심화,기본,심화,없음,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
대우능력개발원,클라우드 기반 정보시스템 구축 전문가 양성,20251215,20260731,150,960,서울 서대문구,,,유, 9097920 , 0 ," 9,097,920 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)KD아카데미,"기업의 업무 자동화(RPA, 챗GPT) 플랫폼(JAVA, Spring) 개발",20251215,20260610,119,950,서울 노원구,,,유, 9018350 , 0 ," 9,018,350 ",,,,기본,기본,심화,기본,기본,기본,기본,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
이젠컴퓨터아트서비스학원,(기업요구 반영)생성형 AI(ChatGPT)활용 멀티디바이스 UI&UX 개발자 양성과정,20251215,20260406,75,600,전북 전주시 덕진구,,,유, 5695800 , 0 ," 5,695,800 ",,,,기본,심화,기본,심화,심화,심화,심화,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,융합_[현대건설] Smart 안전,20251215,20260520,93,700,서울 중구,,,유, 12705000 , 0 ," 12,705,000 ",,,,기본,기본,심화,기본,없음,없음,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
부산IT교육센터,[K디지털] 실무 프로젝트기반 메타버스 플랫폼 콘텐츠 제작,20251215,20260608,117,930,부산 부산진구,,,유, 8813610 , 0 ," 8,813,610 ",,,,기본,심화,심화,심화,기본,기본,기본,기본,심화,심화,,,,,,,, O ,,,,,,,,,,
명지대학교 산학협력단,인공지능 디지털 시스템반도체 R&D 설계 인력 양성,20251215,20260612,120,960,경기 용인시 처인구,,,유, 17424000 , 0 ," 17,424,000 ",,,,기본,심화,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
그린컴퓨터아카데미 부산,"(기업연계프로젝트형)메타버스 콘텐츠(Unity기반 실감형, VR/AR/XR)제작자 양성",20251215,20260616,125,1000,부산 부산진구,,,유, 9477000 , 0 ," 9,477,000 ",,,,기본,없음,없음,없음,심화,없음,심화,기본,없음,심화,,,,,,,, O ,,,,,,,,,,
한국IT교육원,[기업맞춤 PBT] 클라우드 기반 AI 서비스,20251215,20260617,127,980,대구 동구,,,유, 9287460 , 0 ," 9,287,460 ",,,,기본,심화,기본,기본,심화,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)모두의연구소,[스마트훈련]데이터 사이언티스트 실무과정,20251215,20260615,120,840,서울 강남구,,,유, 15246000 , 0 ," 15,246,000 ",,,,기본,기본,기본,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
엠비씨(MBC)아카데미 컴퓨터교육센터 수원점,"클라우드 기반의 웹&앱 풀스택 개발자 양성(자바,도커,보안,AWS)",20251215,20260610,119,950,경기 수원시 팔달구,,,유, 9018350 , 0 ," 9,018,350 ",,,,기본,심화,기본,기본,기본,심화,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
하이미디어컴퓨터학원,"AI를 활용한 자바(JAVA)개발자 (React, SpringBoot, LLM)",20251215,20260625,130,1040,서울 구로구,,,유, 9872720 , 0 ," 9,872,720 ",,,,심화,심화,심화,기본,기본,심화,심화,기본,심화,기본,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[현대건설] Smart Plant,20251215,20260520,93,700,서울 중구,,,유, 12705000 , 0 ," 12,705,000 ",,,,기본,심화,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,[가비아] g클라우드 기반의 그룹웨어 개발자 양성과정,20251216,20260629,125,1000,서울 강남구,,,유, 18150000 , 0 ," 18,150,000 ",,,,심화,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
애드인에듀 아카데미 구로가산센터,심화_생성형 Ai를 활용한 인공지능개발자 부트캠프,20251216,20260220,44,349,서울 금천구,,,유, 5097490 , 0 ," 5,097,490 ",,,,심화,심화,심화,기본,기본,기본,심화,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
(주)글로벌아카데미(구.글로벌직업전문학교),심화_LowCode 기반의 AI융합 스마트관리시스템 개발 심화과정,20251216,20260213,40,320,경기 화성시,,,유, 4673920 , 0 ," 4,673,920 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
성균관대학교산학협력단,[에스코어] 클라우드 및 보안 엔지니어 아카데미,20251216,20260701,131,1048,경기 수원시 장안구,,,유, 19021200 , 0 ," 19,021,200 ",,,,심화,기본,기본,기본,기본,기본,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국전파진흥협회,LG헬로비전 DX DATA School,20251216,20260619,125,1000,서울 서초구,,,유, 18150000 , 0 ," 18,150,000 ",,,,기본,기본,심화,기본,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
휴먼IT교육센터_내일배움카드교육,디지털 컨버전스 중심 데이터 처리 SW 개발자 양성 과정,20251216,20260611,120,960,경기 수원시 팔달구,,,유, 9097920 , 0 ," 9,097,920 ",,,,기본,기본,기본,심화,기본,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
한국표준협회,차량용 반도체 IC 설계 및 프로젝트 실무인력 양성과정,20251217,20260403,67,474,서울 강남구,,,유, 8603100 , 0 ," 8,603,100 ",,,,기본,기본,기본,기본,없음,없음,없음,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
(주)이스트소프트,"[이스트캠프] 와썹 AI 서비스 기획(PM, UI/UX, BM)",20251217,20260508,91,728,서울 서초구,,,유, 13213200 , 0 ," 13,213,200 ",,,,기본,기본,심화,기본,심화,심화,심화,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
목포국제직업전문학교,AIoT 무인선박 스마트시스템 개발자 양성과정,20251217,20260710,138,960,전남 목포시,,,유, 9113280 , 0 ," 9,113,280 ",,,,기본,기본,심화,기본,기본,심화,없음,심화,심화,심화,,,,,,,, O ,,,,,,,,,,
현대경제연구원 인재개발원,융합_삼정 Future Academy,20251217,20260620,121,968,서울 동작구,,,유, 17569200 , 0 ," 17,569,200 ",,,,심화,심화,심화,기본,기본,기본,기본,기본,기본,기본,,,,,,,, O ,,,,,,,,,,
메가스터디아이티(IT)아카데미학원,IaC 기반 하이브리드 클라우드 인프라 및 보안 솔루션 구축 과정,20251217,20260615,121,968,서울 강남구,,,유, 9189220 , 0 ," 9,189,220 ",,,,심화,기본,심화,기본,기본,기본,없음,심화,기본,심화,,,,,,,, O ,,,,,,,,,,
대한상공회의소,[SK플래닛] 빅데이터 분석가 과정,20251217,20260615,120,940,서울 중구,,,유, 17061000 , 0 ," 17,061,000 ",,,,기본,기본,심화,기본,심화,기본,기본,기본,기본,심화,,,,,,,, O ,,,,,,,,,,
